rxn	name	ec	pathway	pathway.name	subsystem	gapseq
RXN-10659	3-oxo-cis-delta9-hexadecenoyl-[acp] reductase	1.1.1.100	|PWY-6282|	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	Biosynthesis,Lipid-Biosynthesis,Fatty-acid-biosynthesis,Unsaturated-Fatty-Acids-Biosynthesis,Palmitoleate-Biosynthesis	rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn06237 rxn07577 rxn07987 rxn07989 rxn07991 rxn07992 rxn07993 rxn07994 rxn21009 rxn21013 rxn21857 rxn21861 rxn23280 rxn23297 rxn23310 rxn25637 rxn25641 rxn25649 rxn25657 rxn25661 rxn25718 rxn26006 rxn26535 rxn26536 rxn26552 rxn26570 rxn26571 rxn26580 rxn26581 rxn26588 rxn26594 rxn26596 rxn26600 rxn26601 rxn26607 rxn26632 rxn26635 rxn26643 rxn26647 rxn26648 rxn26668 rxn26685 rxn26686 rxn26687 rxn26695 rxn26696 rxn26707 rxn26711 rxn26723 rxn28224 rxn37627 rxn37628 rxn37724 rxn37725 rxn38495
RXN-10658	3-oxo-cis-delta9-hexadecenoyl-[acp] synthase	2.3.1.179/2.3.1.41	|PWY-6282|	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	Biosynthesis,Lipid-Biosynthesis,Fatty-acid-biosynthesis,Unsaturated-Fatty-Acids-Biosynthesis,Palmitoleate-Biosynthesis	rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05350 rxn06238 rxn07576 rxn07997 rxn07998 rxn08000 rxn08001 rxn08002 rxn13666 rxn13667 rxn13668 rxn13669 rxn13671 rxn13672 rxn13673 rxn13674 rxn13676 rxn13677 rxn17770 rxn21008 rxn21012 rxn21860 rxn25647 rxn25716 rxn25737 rxn25738 rxn25739 rxn25740 rxn25741 rxn25742 rxn26532 rxn26556 rxn26559 rxn26591 rxn26593 rxn26599 rxn26619 rxn26625 rxn26660 rxn26706 rxn27545 rxn27546 rxn27984 rxn37966 rxn38289 rxn38294 rxn38335 rxn38493 rxn38500 rxn38506 rxn38544 rxn38557 rxn38559 rxn38584 rxn38585 rxn38593 rxn38606 rxn38607 rxn38629 rxn38655
RXN-10657	cis-delta7-tetradecenoyl-[acp]:NAD+ oxidoreductase	1.3.1.9	|PWY-6282|	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	Biosynthesis,Lipid-Biosynthesis,Fatty-acid-biosynthesis,Unsaturated-Fatty-Acids-Biosynthesis,Palmitoleate-Biosynthesis	rxn05322 rxn05323 rxn05324 rxn05325 rxn05326 rxn05327 rxn05328 rxn05994 rxn07579 rxn08386 rxn08390 rxn08392 rxn08394 rxn08396 rxn08398 rxn19651 rxn25720 rxn25743 rxn25747 rxn25750 rxn25752 rxn37651
RXN-10656	3-hydroxy cis delta7-tetradecenoyl-[acp] dehydratase	4.2.1.59/4.2.1.58/4.2.1.60/4.2.1.61	|PWY-6282|	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	Biosynthesis,Lipid-Biosynthesis,Fatty-acid-biosynthesis,Unsaturated-Fatty-Acids-Biosynthesis,Palmitoleate-Biosynthesis	rxn05329 rxn05330 rxn05332 rxn05333 rxn05334 rxn05335 rxn06688 rxn06698 rxn07976 rxn07977 rxn07978 rxn07979 rxn07980 rxn07981 rxn18935 rxn18936 rxn18937 rxn19686 rxn21010 rxn21014 rxn21858 rxn21862 rxn25662 rxn25719 rxn26007 rxn38098
RXN-10655	3-oxo-cis-delta7-tetradecenoyl-[acp] reductase	1.1.1.100	|PWY-6282|	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	Biosynthesis,Lipid-Biosynthesis,Fatty-acid-biosynthesis,Unsaturated-Fatty-Acids-Biosynthesis,Palmitoleate-Biosynthesis	rxn05336 rxn05337 rxn05338 rxn05339 rxn05340 rxn05341 rxn05342 rxn06237 rxn07577 rxn07987 rxn07989 rxn07991 rxn07992 rxn07993 rxn07994 rxn21009 rxn21013 rxn21857 rxn21861 rxn23280 rxn23297 rxn23310 rxn25637 rxn25641 rxn25649 rxn25657 rxn25661 rxn25718 rxn26006 rxn26535 rxn26536 rxn26552 rxn26570 rxn26571 rxn26580 rxn26581 rxn26588 rxn26594 rxn26596 rxn26600 rxn26601 rxn26607 rxn26632 rxn26635 rxn26643 rxn26647 rxn26648 rxn26668 rxn26685 rxn26686 rxn26687 rxn26695 rxn26696 rxn26707 rxn26711 rxn26723 rxn28224 rxn37627 rxn37628 rxn37724 rxn37725 rxn38495
RXN-10654	3-oxo-cis-delta7-tetradecenoyl-[acp] synthase	2.3.1.179/2.3.1.41	|PWY-6282|	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	Biosynthesis,Lipid-Biosynthesis,Fatty-acid-biosynthesis,Unsaturated-Fatty-Acids-Biosynthesis,Palmitoleate-Biosynthesis	rxn05343 rxn05344 rxn05345 rxn05346 rxn05347 rxn05348 rxn05350 rxn06238 rxn07576 rxn07997 rxn07998 rxn08000 rxn08001 rxn08002 rxn13666 rxn13667 rxn13668 rxn13669 rxn13671 rxn13672 rxn13673 rxn13674 rxn13676 rxn13677 rxn17770 rxn21008 rxn21012 rxn21860 rxn25647 rxn25716 rxn25737 rxn25738 rxn25739 rxn25740 rxn25741 rxn25742 rxn26532 rxn26556 rxn26559 rxn26591 rxn26593 rxn26599 rxn26619 rxn26625 rxn26660 rxn26706 rxn27545 rxn27546 rxn27984 rxn37966 rxn38289 rxn38294 rxn38335 rxn38493 rxn38500 rxn38506 rxn38544 rxn38557 rxn38559 rxn38584 rxn38585 rxn38593 rxn38606 rxn38607 rxn38629 rxn38655
RXN-9550	palmitoleoyl-[acp] thioesterase	3.1.2.14	|PWY-6282|	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	Biosynthesis,Lipid-Biosynthesis,Fatty-acid-biosynthesis,Unsaturated-Fatty-Acids-Biosynthesis,Palmitoleate-Biosynthesis	rxn06033 rxn06251 rxn06556 rxn08433 rxn08434 rxn08435 rxn08436 rxn08437 rxn08438 rxn09454 rxn09456 rxn11699 rxn17803 rxn21082 rxn23283 rxn23301 rxn23315 rxn24506 rxn25653 rxn25656 rxn25660 rxn27551 rxn28229 rxn34722 rxn34724 rxn37723 rxn37726
RXN-10665	neurosporene dehydratase	4.2.1.131	|PWY-6286|	spheroidene and spheroidenone biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis	rxn07347 rxn07350 rxn07353 rxn07359 rxn07363 rxn07367 rxn07370 rxn07374 rxn16632 rxn23131
RXN-10666	hydroxyneurosporene desaturase	""	|PWY-6286|	spheroidene and spheroidenone biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis	""
RXN-10667	methoxyneurosporene 3,4-desaturase	""	|PWY-6286|	spheroidene and spheroidenone biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis	""
RXN-10668	hydroxyneurosporene methyltransferase	""	|PWY-6286|	spheroidene and spheroidenone biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis	""
RXN-10669	demethylspheroidene methyltransferase	2.1.1.210	|PWY-6286|	spheroidene and spheroidenone biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis	rxn07352 rxn07355 rxn07358 rxn07360 rxn07364 rxn07366
RXN-10670	spheroidene monooxygenase	1.14.15.9	|PWY-6286|	spheroidene and spheroidenone biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis	""
RXN-8022	RXN-8022	""	|PWY-6287|	neurosporene biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis	""
2.5.1.32-RXN	15-cis-phytoene synthase	""	|PWY-6287|	neurosporene biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis	""
RXN-8023	15-cis-phytoene desaturase	""	|PWY-6287|	neurosporene biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis	""
RXN-8024	RXN-8024	""	|PWY-6287|	neurosporene biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis	""
RXNARA-8002	15-cis-phytoene synthase	2.5.1.32	|PWY-6287|	neurosporene biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis	rxn01489 rxn02945 rxn05031 rxn07706 rxn22285 rxn23581 rxn28800 rxn31355
RXN-10672	zeaxanthin glucosyltransferase	2.4.1.276	|PWY-6288|	zeaxanthin-&beta;-D-diglucoside biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis	rxn07405 rxn21024 rxn21028 rxn22638 rxn22639 rxn37024 rxn37026
RXN-10673	zeaxanthin-beta-D-glucoside glucosyltransferase	2.4.1.276	|PWY-6288|	zeaxanthin-&beta;-D-diglucoside biosynthesis	TETRATERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,CAROTENOID-SYN,C40-Carotenoids-Biosynthesis	rxn07405 rxn21024 rxn21028 rxn22638 rxn22639 rxn37024 rxn37026
RXN-10679	petrobactin synthase	""	|PWY-6289|	petrobactin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Siderophores-Biosynthesis	""
RXN-10678	3,4-dihydroxybenzoyl-citryl-spermidine:spermidine ligase	""	|PWY-6289|	petrobactin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Siderophores-Biosynthesis	""
RXN-10677	N-citryl-spermidine:3,4-dihydroxybenzoate ligase	""	|PWY-6289|	petrobactin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Siderophores-Biosynthesis	""
RXN-10676	3,4-dihydroxybenzoate-[aryl-carrier protein] ligase	6.2.1.62	|PWY-6289|	petrobactin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Siderophores-Biosynthesis	""
RXN-10675	3,4-dihydroxybenzoate-[aryl-carrier protein] ligase	6.2.1.62	|PWY-6289|	petrobactin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Siderophores-Biosynthesis	""
DHSHIKIMATE-DEHYDRO-RXN	3-dehydroshikimate dehydratase	4.2.1.118	|PWY-6289|	petrobactin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Siderophores-Biosynthesis	rxn01188
RXN-10680	spermidine-citrate ligase	""	|PWY-6289|	petrobactin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Siderophores-Biosynthesis	""
RXN-10682	citryl-bis(spermidine):3,4-dihydroxybenzoate ligase	""	|PWY-6289|	petrobactin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Siderophores-Biosynthesis	""
RXN-10681	N-citryl-spermidine:spermidine ligase	""	|PWY-6289|	petrobactin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Siderophores-Biosynthesis	""
RXN-19493	RXN-19493	2.7.8.7	|PWY-6289|	petrobactin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Siderophores-Biosynthesis	rxn06023 rxn29984
RXN-8604	beta-cubebene synthase	4.2.3.128	|PWY-6290|	&beta;-cubebene biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,SESQUITERPENOID-SYN	""
RXN-8608	valencene synthase	4.2.3.73	|PWY-6291|	valencene and 7-epi-&alpha;-selinene biosynthesis	Terpenoid-Biosynthesis,SESQUITERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Aroma-Compound-Biosynthesis	rxn14163
RXN-8609	7-epi-alpha-selinene synthase	4.2.3.86	|PWY-6291|	valencene and 7-epi-&alpha;-selinene biosynthesis	Terpenoid-Biosynthesis,SESQUITERPENOID-SYN,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Aroma-Compound-Biosynthesis	rxn16724
RXN-8587	alpha-selinene synthase	4.2.3.198	|PWY-6294|	selinene biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,SESQUITERPENOID-SYN	""
RXN-10685	beta-selinene cyclase	4.2.3.66	|PWY-6294|	selinene biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,SESQUITERPENOID-SYN	rxn12187
RXN-10450	jasmonic acid 12-monooxygenase	1.14.13.228	|PWY-6297|	tuberonate glucoside biosynthesis	Activation-Inactivation-Interconversion,Inactivation	""
RXN-10690	tuberonic acid glucosyltransferase	""	|PWY-6297|	tuberonate glucoside biosynthesis	Activation-Inactivation-Interconversion,Inactivation	""
RXN-10709	phenylpropenal double-bond reductase	""	|PWY-6302|	dihydroconiferyl alcohol biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,PHENYLPROPANOID-SYN,LIGNIN-SYN	""
RXN-10710	RXN-10710	""	|PWY-6302|	dihydroconiferyl alcohol biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,PHENYLPROPANOID-SYN,LIGNIN-SYN	""
RXN-9825	indole-3-acetate carboxyl methyltransferase	2.1.1.278	|PWY-6303|	methyl indole-3-acetate interconversion	Activation-Inactivation-Interconversion,Interconversion,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,HORMONE-SYN,Plant-Hormone-Biosynthesis,Auxin-Biosynthesis	""
RXN-10711	methyl indole-3-acetate methylesterase	3.1.1.1	|PWY-6303|	methyl indole-3-acetate interconversion	Activation-Inactivation-Interconversion,Interconversion,Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,HORMONE-SYN,Plant-Hormone-Biosynthesis,Auxin-Biosynthesis	rxn01702 rxn04559 rxn05878 rxn11748 rxn11783 rxn11786 rxn11828 rxn12023 rxn12028 rxn12030 rxn12033 rxn19254 rxn20776 rxn21076 rxn21107 rxn22711 rxn22712 rxn23012 rxn27089 rxn38056
CASBENE-SYNTHASE-RXN	casbene synthase	4.2.3.8/4.6.1.7	|PWY-6304|	casbene biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,Terpenoid-Biosynthesis,DITERPENOID-SYN	rxn01488
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN	L-tryptophan decarboxylase	4.1.1.105	|PWY-6307|	L-tryptophan degradation X (mammalian, via tryptamine)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TRYPTOPHAN-DEG	""
RXN-10715	indole acetaldehyde dehydrogenase	1.2.1.3/1.1.1.70	|PWY-6307|	L-tryptophan degradation X (mammalian, via tryptamine)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TRYPTOPHAN-DEG	rxn00196 rxn00506 rxn00653 rxn01286 rxn01459 rxn01851 rxn01937 rxn02106 rxn02122 rxn02350 rxn02364 rxn02729 rxn02853 rxn03106 rxn03335 rxn03343 rxn03354 rxn03423 rxn03552 rxn03553 rxn03598 rxn04234 rxn05853 rxn05879 rxn06890 rxn09975 rxn15053 rxn19111 rxn19121 rxn19124 rxn23850 rxn23892 rxn24151 rxn24152 rxn25819 rxn28278 rxn28320 rxn28322 rxn31363 rxn31371 rxn31647 rxn32113 rxn33160 rxn38859 rxn38860 rxn38861 rxn38862
RXN-10717	indole acetaldehyde reductase	1.1.1.2	|PWY-6307|	L-tryptophan degradation X (mammalian, via tryptamine)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TRYPTOPHAN-DEG	rxn00536 rxn00765 rxn01939 rxn03546 rxn05873 rxn07238 rxn19096 rxn28151
RXN-1401	tryptamine oxidase	1.4.3.4/1.4.3.9	|PWY-6307|	L-tryptophan degradation X (mammalian, via tryptamine)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,TRYPTOPHAN-DEG	rxn01564 rxn01715 rxn01833 rxn01836 rxn01903 rxn02081 rxn02087 rxn02826 rxn02993 rxn03195 rxn03342 rxn03345 rxn03346 rxn03358 rxn03359 rxn06056 rxn11873 rxn11874 rxn11875 rxn12038 rxn12039 rxn21368 rxn25691
RXN-10719	Sep-tRNA:Cys-tRNA synthase	2.5.1.73	|PWY-6308|	L-cysteine biosynthesis II (tRNA-dependent)	Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,CYSTEINE-SYN,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn14388 rxn21078
RXN-10718	O-phosphoseryl-tRNA ligase	6.1.1.27	|PWY-6308|	L-cysteine biosynthesis II (tRNA-dependent)	Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,CYSTEINE-SYN,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn14309 rxn21077
RXN-16637	RXN-16637	3.1.1.29	|PWY-6308|	L-cysteine biosynthesis II (tRNA-dependent)	Amino-Acid-Biosynthesis,IND-AMINO-ACID-SYN,CYSTEINE-SYN,Biosynthesis,Aminoacyl-tRNAs-Charging	rxn06624 rxn19162 rxn22923 rxn27707 rxn31678
RXN-10725	hexaketide pyrone synthase	""	|PWY-6310|	aloesone biosynthesis II	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
RXN-10729	RXN-10729	""	|PWY-6310|	aloesone biosynthesis II	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
RXN-10733	heptaketide pyrone synthase	""	|PWY-6310|	aloesone biosynthesis II	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
RXN-10730	RXN-10730	""	|PWY-6310|	aloesone biosynthesis II	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
RXN-10731	RXN-10731	""	|PWY-6310|	aloesone biosynthesis II	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
RXN-10732	RXN-10732	""	|PWY-6310|	aloesone biosynthesis II	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
RXN-10734	octaketide synthase	""	|PWY-6312|	barbaloin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
RXN-10748	RXN-10748	""	|PWY-6312|	barbaloin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
RXN-10735	octaketide synthase	""	|PWY-6312|	barbaloin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
RXN-10753	RXN-10753	""	|PWY-6312|	barbaloin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
RXN-10754	RXN-10754	""	|PWY-6312|	barbaloin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
RXN-10778	serotonin oxidase	1.4.3.4/1.4.3.9	|PWY-6313|	serotonin degradation	Degradation,HORMONE-DEG	rxn01564 rxn01715 rxn01833 rxn01836 rxn01903 rxn02081 rxn02087 rxn02826 rxn02993 rxn03195 rxn03342 rxn03345 rxn03346 rxn03358 rxn03359 rxn06056 rxn11873 rxn11874 rxn11875 rxn12038 rxn12039 rxn21368 rxn25691
RXN-10781	5-hydroxytryptophol dehydrogenase	1.1.1.1	|PWY-6313|	serotonin degradation	Degradation,HORMONE-DEG	rxn00543 rxn00763 rxn01530 rxn01710 rxn01902 rxn02996 rxn03282 rxn03333 rxn03548 rxn03549 rxn03955 rxn04726 rxn04736 rxn04908 rxn05871 rxn05872 rxn06889 rxn07236 rxn07237 rxn11809 rxn11834 rxn11838 rxn14054 rxn14089 rxn19086 rxn21117 rxn21217 rxn22912 rxn23384 rxn24075 rxn24079 rxn24352 rxn24383 rxn24405 rxn27699 rxn28139 rxn28352 rxn28353 rxn28356 rxn28357 rxn31731 rxn38315 rxn38417 rxn38667
RXN-10782	5-hydroxytryptophol sulfotransferase	2.8.2.1	|PWY-6313|	serotonin degradation	Degradation,HORMONE-DEG	rxn05946 rxn19194 rxn20973 rxn20974 rxn21113 rxn21118 rxn21359 rxn21360 rxn27002
RXN-10784	5-hydroxytryptophol UDP-glucuronosyltransferase	2.4.1.17	|PWY-6313|	serotonin degradation	Degradation,HORMONE-DEG	rxn01697 rxn01721 rxn01795 rxn01812 rxn02078 rxn02217 rxn03024 rxn03025 rxn03026 rxn03202 rxn04909 rxn05992 rxn11787 rxn11789 rxn11790 rxn11791 rxn14014 rxn14144 rxn15770 rxn16263 rxn16264 rxn16265 rxn20964 rxn20965 rxn20966 rxn20967 rxn20975 rxn20977 rxn20979 rxn20981 rxn21120 rxn21361 rxn25286 rxn26817 rxn26824 rxn26998 rxn27411
RXN-10780	5-hydroxyindole acetaldehyde dehydrogenase	1.2.1.3/1.1.1.70	|PWY-6313|	serotonin degradation	Degradation,HORMONE-DEG	rxn00196 rxn00506 rxn00653 rxn01286 rxn01459 rxn01851 rxn01937 rxn02106 rxn02122 rxn02350 rxn02364 rxn02729 rxn02853 rxn03106 rxn03335 rxn03343 rxn03354 rxn03423 rxn03552 rxn03553 rxn03598 rxn04234 rxn05853 rxn05879 rxn06890 rxn09975 rxn15053 rxn19111 rxn19121 rxn19124 rxn23850 rxn23892 rxn24151 rxn24152 rxn25819 rxn28278 rxn28320 rxn28322 rxn31363 rxn31371 rxn31647 rxn32113 rxn33160 rxn38859 rxn38860 rxn38861 rxn38862
RXN-10779	RXN-10779	""	|PWY-6313|	serotonin degradation	Degradation,HORMONE-DEG	""
RXN-10777	serotonin sulfotransferase	2.8.2.1	|PWY-6313|	serotonin degradation	Degradation,HORMONE-DEG	rxn05946 rxn19194 rxn20973 rxn20974 rxn21113 rxn21118 rxn21359 rxn21360 rxn27002
RXN-10796	naphthylisoquinoline alkaloid precursor synthase	""	|PWY-6314|	plumbagin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
RXN-10797	RXN-10797	""	|PWY-6314|	plumbagin biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
NARINGENIN-CHALCONE-SYNTHASE-RXN	malonyl-CoA:4-coumaroyl-CoA malonyltransferase (cyclizing)	2.3.1.74/2.3.1.120	|PWY-6316|	aromatic polyketides biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	rxn01179 rxn04422 rxn07219 rxn07777 rxn07778 rxn07779
RXN-7822	p-coumaroyltriacetic acid lactone synthase	""	|PWY-6316|	aromatic polyketides biosynthesis	Biosynthesis,SECONDARY-METABOLITE-BIOSYNTHESIS,POLYKETIDE-SYN	""
GALACTOKIN-RXN	galactokinase	2.7.1.6	|PWY-6317|	D-galactose degradation I (Leloir pathway)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,GALACTOSE-DEGRADATION	rxn00808 rxn15120 rxn15121
GALACTURIDYLYLTRANS-RXN	UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase	2.7.7.12	|PWY-6317|	D-galactose degradation I (Leloir pathway)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,GALACTOSE-DEGRADATION	rxn00701 rxn19753 rxn37681
UDPGLUCEPIM-RXN	UDP-glucose 4-epimerase	5.1.3.2	|PWY-6317|	D-galactose degradation I (Leloir pathway)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,GALACTOSE-DEGRADATION	rxn00214 rxn00295 rxn02138 rxn27412 rxn37863
ALDOSE1EPIM-RXN	aldose-1-epimerase	5.1.3.3	|PWY-6317|	D-galactose degradation I (Leloir pathway)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,GALACTOSE-DEGRADATION	rxn01171 rxn08582 rxn19128 rxn27702
PHOSPHOGLUCMUT-RXN	phosphoglucomutase	5.4.2.2/2.7.5.1	|PWY-6317|	D-galactose degradation I (Leloir pathway)	Degradation,Carbohydrates-Degradation,Sugars-And-Polysaccharides-Degradation,GALACTOSE-DEGRADATION	rxn00704 rxn00778 rxn02379 rxn12204 rxn15115 rxn20583
PHENYLALANINE-DECARBOXYLASE-RXN	L-phenylalanine decarboxylase	4.1.1.53	|PWY-6318|	L-phenylalanine degradation IV (mammalian, via side chain)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,PHENYLALANINE-DEG	rxn00497
RXN-10817	phenylethylamine oxidase	1.4.3.4/1.4.3.9	|PWY-6318|	L-phenylalanine degradation IV (mammalian, via side chain)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,PHENYLALANINE-DEG	rxn01564 rxn01715 rxn01833 rxn01836 rxn01903 rxn02081 rxn02087 rxn02826 rxn02993 rxn03195 rxn03342 rxn03345 rxn03346 rxn03358 rxn03359 rxn06056 rxn11873 rxn11874 rxn11875 rxn12038 rxn12039 rxn21368 rxn25691
RXN-10821	phenylacetyl-coenzyme A:glycine N-acyltransferase	2.3.1.192	|PWY-6318|	L-phenylalanine degradation IV (mammalian, via side chain)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,PHENYLALANINE-DEG	rxn04073
RXN-10815	2-oxo-3-phenylpropanoate dioxygenase	1.13.11.27	|PWY-6318|	L-phenylalanine degradation IV (mammalian, via side chain)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,PHENYLALANINE-DEG	rxn00999 rxn01827
RXN-10816	3-phenyl-2-oxopropanoate reductase	1.1.1.110/1.1.1.222	|PWY-6318|	L-phenylalanine degradation IV (mammalian, via side chain)	Degradation,Amino-Acid-Degradation,Proteinogenic-Amino-Acids-Degradation,PHENYLALANINE-DEG	rxn00997 rxn00998 rxn01447 rxn02392 rxn02393 rxn02394 rxn02395 rxn16869
