abbreviation	description	formula	subsystem	ecnumber	keggId	keggorthology	cog	seed	metanetx
ALAASPabc	L-alanyl-L-aspartate transport via ABC system	alaasp[e] + atp[c] + h2o[c] -> adp[c] + alaasp[c] + h[c] + pi[c] 	Transport, extracellular	TC-3.A.1.5,3.A.1.5				rxn05533	MNXR66728
ALACI	(S)-2-Acetolactate isomerase	alac_S[c] <=> 33hmeoxobut[c] 	Valine, leucine, and isoleucine metabolism	5.4.99.3,1.1.1.86		K00053	COG0059	rxn02187	MNXR74397
ALAGLN1c	Hydrolysis of L-alanyl-L-glutamine	alagln[c] + h2o[c] <=> ala_L[c] + gln_L[c] 	Peptide metabolism	3.4.11.23		K07751	COG0260	rxn12639	MNXR63967
ALAGLNabc	L-alanyl-L-glutamine transport via ABC system	alagln[e] + atp[c] + h2o[c] -> adp[c] + alagln[c] + h[c] + pi[c] 	Transport, extracellular	TC-3.A.1.5,3.A.1.5				rxn05540	MNXR66733
ALAGLU1c	Hydrolysis of L-alanyl-L-glutamate	alaglu[c] + h2o[c] <=> ala_L[c] + glu_L[c] 	Peptide metabolism	3.4.11.23		K07751	COG0260	rxn12640	MNXR46338
ALAGLUabc	L-alanyl-L-glutamate transport via ABC system	alaglu[e] + atp[c] + h2o[c] -> adp[c] + alaglu[c] + h[c] + pi[c] 	Transport, extracellular	TC-3.A.1.5,3.A.1.5				rxn05541	MNXR27782
ALAGLY1c	Hydrolysis of L-alanylglycine	alagly[c] + h2o[c] <=> ala_L[c] + gly[c] 	Peptide metabolism	3.4.11.23		K07751	COG0260	rxn12641	MNXR63968
ALAGLYabc	L-alanylglycine transport via ABC system	alagly[e] + atp[c] + h2o[c] -> adp[c] + alagly[c] + h[c] + pi[c] 	Transport, extracellular	TC-3.A.1.5,3.A.1.5				rxn05542	MNXR66734
ALAHIS1c	Hydrolysis of L-alanyl-L-histidine	alahis[c] + h2o[c] <=> ala_L[c] + his_L[c] 	Peptide metabolism	3.4.11.23		K07751	COG0260	rxn12642	MNXR63969
ALAHISabc	L-alanyl-L-histidine transport via ABC system	alahis[e] + atp[c] + h2o[c] -> adp[c] + alahis[c] + h[c] + pi[c] 	Transport, extracellular	TC-3.A.1.5,3.A.1.5				rxn05543	MNXR66735
ALALEU1c	Hydrolysis of L-alanyl-L-leucine	alaleu[c] + h2o[c] <=> ala_L[c] + leu_L[c] 	Peptide metabolism	3.4.11.23		K07751	COG0260	rxn12643	MNXR14387
ALALEUabc	L-alanyl-L-leucine transport via ABC system	alaleu[e] + atp[c] + h2o[c] -> adp[c] + alaleu[c] + h[c] + pi[c] 	Transport, extracellular	TC-3.A.1.5,3.A.1.5				rxn05544	MNXR66736
ALAR	Alanine Racemase	ala_L[c] <=> ala_D[c] 	Alanine and aspartate metabolism	5.1.1.1	R00401	K01775	COG0787	rxn00283	MNXR95693
ALATHR1c	Hydrolysis of L-alanyl-L-threonine	alathr[c] + h2o[c] <=> ala_L[c] + thr_L[c] 	Peptide metabolism	3.4.11.23		K07751	COG0260	rxn12644	MNXR80879
ALATHRabc	L-alanyl-L-threonine transport via ABC system	alathr[e] + atp[c] + h2o[c] -> adp[c] + alathr[c] + h[c] + pi[c] 	Transport, extracellular	TC-3.A.1.5,3.A.1.5				rxn05545	MNXR79909
ALCD19	Alcohol dehydrogenase (glycerol)	glyald[c] + h[c] + nadh[c] <=> glyc[c] + nad[c] 	Pyruvate metabolism	1.1.1.1		K00011	COG0604 COG1062 COG1064 COG1454 COG0656	rxn00763	MNXR68334
ALCD2x	Alcohol dehydrogenase (ethanol)	etoh[c] + nad[c] <=> acald[c] + h[c] + nadh[c] 	Glycolysis/gluconeogenesis	1.1.1.1, 1.1.1.71	R00754	K04022 K00001 K00121 K13951 K13952 K13953 K13954 K13980	COG0604 COG1062 COG1064 COG1454	rxn00543	MNXR95725
AMAOTr	Adenosylmethionine-8-amino-7-oxononanoate transaminase	8aonn[c] + amet[c] <=> amob[c] + dann[c] 	Biotin metabolism	2.6.1.62		K00833	COG0161	rxn02312	MNXR700
AMPTASECG	Alanyl Aminopeptidase (Cys-Gly)	cgly[c] + h2o[c] -> cys_L[c] + gly[c] 	Glutathione metabolism	3.4.11.1, 3.4.11.2, 3.4.11.23, 3.4.13.-, 3.4.13.18	R00899	K01255 K01256 K01270 K07751 K11140 K15428 K11142	COG0308 COG0260 COG2195	rxn00650	MNXR95828
ANPRT	Anthranilate phosphoribosyltransferase	anth[c] + prpp[c] -> ppi[c] + pran[c] 	Tryptophan metabolism	2.4.2.18		K00766	COG0547	rxn00791	MNXR68365
ANS	Anthranilate synthase	chor[c] + gln_L[c] -> anth[c] + glu_L[c] + h[c] + pyr[c] 	Tryptophan metabolism	4.1.3.27		K01656 K01657 K01658 K13497 K13501 K13503	COG0147 COG0512 COG0134 COG0135	rxn00727	MNXR32743
ANS2	Anthranilate synthase 2	chor[c] + nh4[c] -> anth[c] + h[c] + h2o[c] + pyr[c] 	Tryptophan metabolism	4.1.3.27		K01656 K01657 K01658 K13497 K13501 K13503	COG0147 COG0512 COG0134 COG0135	rxn00726	MNXR81688
AOBUTDs	L-2-amino-3-oxobutanoate decarboxylation (spontaneous)	2aobut[c] + h[c] -> aact[c] + co2[c] 	Glycine, serine, alanine and threonine metabolism					rxn02666	MNXR68366
AOXSr	 8-amino-7-oxononanoate synthase	ala_L[c] + h[c] + pmcoa[c] <=> 8aonn[c] + co2[c] + coa[c] 	Biotin metabolism	2.3.1.47		K00652	COG0156	rxn02297	MNXR733
APRAUR	 5-amino-6-(5-phosphoribosylamino)uracil reductase	5apru[c] + h[c] + nadph[c] -> 5aprbu[c] + nadp[c] 	Vitamin B2 metabolism	1.1.1.193		K00082 K11752	COG0117 COG1985	rxn02474	MNXR745
ARGDC	Arginine decarboxylase	arg_L[c] + h[c] -> agm[c] + co2[c] 	Arginine and Proline Metabolism	4.1.1.19		K01583 K01584 K01585 K02626	COG1982 COG1166 COG1945	rxn00405	MNXR778
ARGN	Arginase	arg_L[c] + h2o[c] -> orn[c] + urea[c] 	Urea cycle	3.5.3.1	R00551	K01476	COG0010	rxn00394	MNXR95945
ASAD	Aspartate-semialdehyde dehydrogenase	aspsa[c] + nadp[c] + pi[c] <=> 4pasp[c] + h[c] + nadph[c] 	Glycine, serine, alanine and threonine metabolism	1.2.1.11		K00133	COG0136	rxn01643	MNXR832
ASNt2r	L-asparagine reversible transport via proton symport	asn_L[e] + h[e] <=> asn_L[c] + h[c] 	Transport, extracellular					rxn05508	MNXR849
ASP1DC	Aspartate 1-Decarboxylase	asp_L[c] + h[c] -> ala_B[c] + co2[c] 	Beta-Alanine metabolism	4.1.1.11, 4.1.1.15	R00489	K01579 K01580	COG0076 COG0853	rxn00346	MNXR96077
ASPCT	Aspartate carbamoyltransferase	asp_L[c] + cbp[c] -> cbasp[c] + h[c] + pi[c] 	Pyrimidine synthesis	2.1.3.2	R01397	K00608 K00609 K00610 K11540 K11541	COG0540 COG1781	rxn01018	MNXR96080
ASPK	Aspartate kinase	asp_L[c] + atp[c] <=> 4pasp[c] + adp[c] 	Glycine, serine, alanine and threonine metabolism	2.7.2.4		K00928 K12524 K12525 K12526	COG0527 COG0460 COG0019	rxn00337	MNXR861
ASPT	L-aspartase	asp_L[c] -> fum[c] + nh4[c] 	Alanine and aspartate metabolism	4.3.1.1	R00490	K01744	COG1027	rxn00347	MNXR96099
ASPTA	Aspartate Transaminase	akg[c] + asp_L[c] <=> glu_L[c] + oaa[c] 	Alanine and aspartate metabolism	2.6.1.1	R00355	K00811 K00812 K00813 K11358 K14454 K14455	 COG0436 COG1448	rxn00260	MNXR96079
ASPt2r	L-aspartate reversible transport via proton symport	asp_L[e] + h[e] <=> asp_L[c] + h[c] 	Transport, extracellular				COG2704	rxn05217	MNXR873
ATPS4	ATP synthase (four protons for one ATP)	adp[c] + 4.0 h[e] + pi[c] -> atp[c] + 3.0 h[c] + h2o[c] 	Energy metabolism	3.6.3.14		K02111 K02112	COG0056 COG0055 COG0355	rxn10042	MNXR81785
BACCLi	Biotin-[acetyl-CoA-carboxylase] ligase, irreversible	btamp[c] + ppi[c] -> atp[c] + btn[c] + h[c] 	Biotin metabolism	6.2.1.11,6.3.4.9,6.3.4.10,6.3.4.11,6.3.4.15		K01942 K01947 K03524	COG0340 COG1521 COG1654	rxn00792	MNXR934
BPNT	3', 5'-Bisphosphate Nucleotidase	h2o[c] + pap[c] -> amp[c] + pi[c] 	Nucleotide interconversion	3.1.3.7, 3.1.3.97	R00188	K01082	COG1218	rxn00137	MNXR96321
BTNCL	Biotin-carboxyl-carrier-protein carbon-dioxide ligase ADP-forming	apoC_Lys_btn[c] + atp[c] + hco3[c] <=> adp[c] + btn_co2[c] + h[c] + pi[c] 	Biotin metabolism	6.3.4.14		K11263 K01961 K11262	COG0439 COG4770	rxn06672	MNXR48675
BTS4	Biotin synthase	amet[c] + dtbt[c] + s[c] -> btn[c] + dad_5[c] + h[c] + met_L[c] 	Biotin metabolism	2.8.1.6		K01012	COG0502	rxn08180	MNXR81823
BUTt2r	Butyrate Transport via Proton Symport, Reversible	but[e] + h[e] <=> but[c] + h[c] 	Transport, extracellular					rxn05683	MNXR96353
CA2abc	Calcium transport via ABC system	atp[c] + ca2[e] + h2o[c] -> adp[c] + ca2[c] + h[c] + pi[c] 	Transport, extracellular					rxn10447	MNXR1035
CBPS	Carbamoyl-Phosphate Synthase (Glutamine-Hydrolysing)	2.0 atp[c] + gln_L[c] + h2o[c] + hco3[c] -> 2.0 adp[c] + cbp[c] + glu_L[c] + 2.0 h[c] + pi[c] 	Pyrimidine synthesis	6.3.5.5	R00575	K01954 K01955 K01956 K11540 K11541	COG0505 COG0458	rxn00414	MNXR96485
CD2abc1	Cadmium transport out via ABC system	atp[c] + cd2[c] + h2o[c] -> adp[c] + cd2[e] + h[c] + pi[c] 	Transport, extracellular	T3.A.3				rxn05516	MNXR19981
CDOSKT	3-deoxy-D-manno-octulosonic acid transferase	ckdo[c] + kdolipid4[c] <=> cmp[c] + h[c] + kdo2lipid4[c] 	Lipopolysaccharide biosynthesis	2.4.99.13		K02527	COG1519	rxn03439	MNXR3620
CDPMEK	 4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol kinase	4c2me[c] + atp[c] -> 2p4c2me[c] + adp[c] + h[c] 	Terpenoid backbone biosynthesis	2.7.1.148		K00919	COG1947	rxn03908	MNXR1102
CGLYabc	L-cysteinylglycine transport via ABC system	atp[c] + cgly[e] + h2o[c] -> adp[c] + cgly[c] + h[c] + pi[c] 	Transport, extracellular	TC-3.A.1.5,3.A.1.5				rxn05539	MNXR1130
CHORS	Chorismate synthase	3psme[c] -> chor[c] + pi[c] 	Phenylalanine metabolism	4.2.3.5		K01736	COG0082	rxn01255	MNXR1160
CLPNS140	Myristoyl-cardiolipin synthase	2.0 pg140[c] <=> clpn140[c] + glyc[c] 	Glycerophospholipid metabolism	2.7.8.-		K01005		rxn10335	MNXR94338
CLPNS160	Palmitoyl-cardiolipin synthase	2.0 pg160[c] <=> clpn160[c] + glyc[c] 	Glycerophospholipid metabolism	2.7.8.-		K01005		rxn10334	MNXR80553
CLPNS180	Stearoyl-cardiolipin synthase	2.0 pg180[c] <=> clpn180[c] + glyc[c] 	Glycerophospholipid metabolism	2.7.8.-		K01005		rxn10336	MNXR80555
CLPNSAI15	Anteisopentadecanoyl-cardiolipin synthase	2.0 pgai15[c] <=> clpnai15[c] + glyc[c] 	Glycerophospholipid metabolism	2.7.8.-		K01005		rxn10341	MNXR80560
CLPNSAI17	Anteisoheptadecanoyl-cardiolipin synthase	2.0 pgai17[c] <=> clpnai17[c] + glyc[c] 	Glycerophospholipid metabolism	2.7.8.-		K01005		rxn10338	MNXR80557
CLPNSI14	Isotetradecanoyl-cardiolipin synthase	2.0 pgi14[c] <=> clpni14[c] + glyc[c] 	Glycerophospholipid metabolism	2.7.8.-		K01005		rxn10339	MNXR80558
CLPNSI15	Isopentadecanoyl-cardiolipin synthase	2.0 pgi15[c] <=> clpni15[c] + glyc[c] 	Glycerophospholipid metabolism	2.7.8.-		K01005		rxn10340	MNXR80559
CLPNSI16	Isohexadecanoyl-cardiolipin synthase	2.0 pgi16[c] <=> clpni16[c] + glyc[c] 	Glycerophospholipid metabolism	2.7.8.-		K01005		rxn10342	MNXR80561
CLPNSI17	Isoheptadecanoyl-cardiolipin synthase	2.0 pgi17[c] <=> clpni17[c] + glyc[c] 	Glycerophospholipid metabolism	2.7.8.-		K01005		rxn10337	MNXR80556
CO2t	CO2 Transporter via Diffusion	co2[e] <=> co2[c] 	Transport, extracellular					rxn05467	MNXR96810
COBALTt5	Cobalt transport in/out via permease (no H+)	cobalt2[c] <=> cobalt2[e] 	Transport, extracellular	T1.A.35				rxn10474	MNXR82021
CPPPGO	Coproporphyrinogen Oxidase (O2 Required)	cpppg3[c] + 2.0 h[c] + o2[c] -> 2.0 co2[c] + 2.0 h2o[c] + pppg9[c] 	Heme synthesis	1.3.3.3	R03220	K00228	COG0408	rxn02303	MNXR96880
CTPS1	CTP Synthase (NH3)	atp[c] + nh4[c] + utp[c] -> adp[c] + ctp[c] + 2.0 h[c] + pi[c] 	Nucleotide interconversion	6.3.4.2	R00571	K01937	COG0504	rxn00410	MNXR96944
CTPS2	CTP Synthase (Glutamine)	atp[c] + gln_L[c] + h2o[c] + utp[c] -> adp[c] + ctp[c] + glu_L[c] + 2.0 h[c] + pi[c] 	Pyrimidine synthesis	6.3.4.2	R00573	K01937	COG0504	rxn00412	MNXR96945
CYSDS	Cysteine Desulfhydrase	cys_L[c] + h2o[c] -> h2s[c] + nh4[c] + pyr[c] 	Methionine and cysteine metabolism	4.4.1.1		K01758 K01760 K14155 K17217	COG0626 COG1168	rxn00566	MNXR82085
CYSTGL	Cystathionine G-Lyase	cyst_L[c] + h2o[c] -> 2obut[c] + cys_L[c] + nh4[c] 	Methionine and cysteine metabolism	4.4.1.1	R01001	K01758 K17217	COG0626	rxn00742	MNXR97012
CYSTS	Cystathionine Beta-Synthase	hcys_L[c] + ser_L[c] -> cyst_L[c] + h2o[c]	Methionine and cysteine metabolism	4.2.1.22	R01290	K01697	COG0031 COG0517	rxn00953	MNXR97019
CYTDt2r	Cytidine Transport in via Proton Symport, Reversible	cytd[e] + h[e] <=> cytd[c] + h[c] 	Transport, extracellular					rxn05198	MNXR1379
Cuabc	Copper transport via ABC system	atp[c] + cu2[e] + h2o[c] -> adp[c] + cu2[c] + h[c] + pi[c] 	Transport, extracellular	T3.A.3				rxn10481	MNXR19990
Cut1	Copper export via ATPase	atp[c] + cu2[c] + h2o[c] -> adp[c] + cu2[e] + h[c] + pi[c] 	Transport, extracellular	T3.A.3				rxn05528	MNXR19990
DADNt2r	Deoxyadenosine transport in via proton symport reversible	dad_2[e] + h[e] <=> dad_2[c] + h[c] 	Transport, extracellular					rxn05317	MNXR1406
DAPDC	Diaminopimelate Decarboxylase	26dap_M[c] + h[c] -> co2[c] + lys_L[c]	Lysine metabolism	4.1.1.20		K01586 K12526	COG0019	rxn00313	MNXR1430
DAPE	Diaminopimelate Epimerase	26dap_LL[c] <=> 26dap_M[c]	Lysine metabolism	5.1.1.7		K01778	COG0253	rxn01974	MNXR1432
DASYN120	CDP-diacylglycerol synthetase (n-C12:0)	ctp[c] + h[c] + pa120[c] -> cdpdddecg[c] + ppi[c] 	Glycerophospholipid metabolism	2.7.7.41		K00981	COG0575	rxn08306	MNXR68647
DASYN140	CDP-diacylglycerol synthetase (n-C14:0)	ctp[c] + h[c] + pa140[c] -> cdpdtdecg[c] + ppi[c] 	Glycerophospholipid metabolism	2.7.7.41		K00981	COG0575	rxn08307	MNXR82152
DASYN141	CDP-diacylglycerol synthetase (n-C14:1)	ctp[c] + h[c] + pa141[c] -> cdpdtdec7eg[c] + ppi[c] 	Glycerophospholipid metabolism	2.7.7.41		K00981	COG0575	rxn08308	MNXR68649
DASYN160	CDP-diacylglycerol synthetase (n-C16:0)	ctp[c] + h[c] + pa160[c] -> cdpdhdecg[c] + ppi[c] 	Glycerophospholipid metabolism	2.7.7.41		K00981	COG0575	rxn08309	MNXR82153
DASYN161	CDP-diacylglycerol synthetase (n-C16:1)	ctp[c] + h[c] + pa161[c] -> cdpdhdec9eg[c] + ppi[c] 	Glycerophospholipid metabolism	2.7.7.41		K00981	COG0575	rxn08310	MNXR68652
DASYN180	CDP-diacylglycerol synthetase (n-C18:0)	ctp[c] + h[c] + pa180[c] -> cdpdodecg[c] + ppi[c] 	Glycerophospholipid metabolism	2.7.7.41		K00981	COG0575	rxn08311	MNXR82154
DASYN181	CDP-diacylglycerol synthetase (n-C18:1)	ctp[c] + h[c] + pa181[c] -> cdpdodec11eg[c] + ppi[c] 	Glycerophospholipid metabolism	2.7.7.41		K00981	COG0575	rxn08312	MNXR68654
DASYNAI15	Anteisopentadecanoyl-phosphatidate cytidylyltransferase	ctp[c] + h[c] + paai15[c] -> cdpdaipdecg[c] + ppi[c] 	Glycerophospholipid metabolism	2.7.7.41		K00981	COG0575	rxn10224	MNXR80505
DASYNAI17	Anteisoheptadecanoyl-phosphatidate cytidylyltransferase	ctp[c] + h[c] + paai17[c] -> cdpdaihpdecg[c] + ppi[c] 	Glycerophospholipid metabolism	2.7.7.41		K00981	COG0575	rxn10221	MNXR80502
DASYNI14	Isotetradecanoyl-phosphatidate cytidylyltransferase	ctp[c] + h[c] + pai14[c] -> cdpditdecg[c] + ppi[c] 	Glycerophospholipid metabolism	2.7.7.41		K00981	COG0575	rxn10222	MNXR80503
DASYNI15	Isopentadecanoyl-phosphatidate cytidylyltransferase	ctp[c] + h[c] + pai15[c] -> cdpdipdecg[c] + ppi[c] 	Glycerophospholipid metabolism	2.7.7.41		K00981	COG0575	rxn10223	MNXR80504
DASYNI16	Isohexadecanoyl-phosphatidate cytidylyltransferase	ctp[c] + h[c] + pai16[c] -> cdpdihdecg[c] + ppi[c] 	Glycerophospholipid metabolism	2.7.7.41		K00981	COG0575	rxn10225	MNXR80506
DASYNI17	Isoheptadecanoyl-phosphatidate cytidylyltransferase	ctp[c] + h[c] + pai17[c] -> cdpdihpdecg[c] + ppi[c] 	Glycerophospholipid metabolism	2.7.7.41		K00981	COG0575	rxn10220	MNXR80501
DB4PS	 3,4-Dihydroxy-2-butanone-4-phosphate synthase	ru5p_D[c] -> db4p[c] + for[c] + h[c] 	Vitamin B2 metabolism	4.1.99.12		K02858 K14652	COG0108 COG0807	rxn05040	MNXR26412
DBTS	Dethiobiotin synthase	atp[c] + co2[c] + dann[c] -> adp[c] + dtbt[c] + 3.0 h[c] + pi[c] 	Biotin metabolism	6.3.3.3		K01935	COG0132	rxn02277	MNXR1455
DCTPD	DCTP deaminase	dctp[c] + h[c] + h2o[c] -> dutp[c] + nh4[c] 	Nucleotide interconversion	3.5.4.13	R02325	K01494	COG0717	rxn01672	MNXR97201
DCTPD2	DCTP deaminase	ctp[c] + h[c] + h2o[c] -> nh4[c] + utp[c] 	Nucleotide interconversion	3.5.4.13		K01494	COG0717	rxn00407	MNXR82167
DDPA	 3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	e4p[c] + h2o[c] + pep[c] -> 2dda7p[c] + pi[c] 	Phenylalanine metabolism	4.1.2.15		K01626 K03856 K13853	COG0722 COG2876 COG1605	rxn01332	MNXR1486
DDPGA	 2-dehydro-3-deoxy-phosphogluconate aldolase	4h2oglt[c] <=> glx[c] + pyr[c] 	Arginine and Proline Metabolism	4.1.2.14		K01625 K18123	COG0800	rxn00328	MNXR1487
DGK1	Deoxyguanylate Kinase (dGMP:ATP)	atp[c] + dgmp[c] <=> adp[c] + dgdp[c] 	Nucleotide interconversion	2.7.4.12, 2.7.4.13, 2.7.4.8	R02090	K00942	COG0194	rxn01509	MNXR97320
DHDPRy	Dihydrodipicolinate reductase (NADPH)	23dhdp[c] + h[c] + nadph[c] -> nadp[c] + thdp[c] 	Lysine metabolism	1.3.1.26		K00215	COG0289	rxn02929	MNXR1556
DHDPS	Dihydrodipicolinate synthase	aspsa[c] + pyr[c] -> 23dhdp[c] + h[c] + 2.0 h2o[c] 	Lysine metabolism	4.3.3.7		K01714	COG0329	rxn01644	MNXR1557
DHFOR2	Dihydrofolate reductase	dhf[c] + nadp[c] <=> fol[c] + nadph[c] 	Folate metabolism	1.5.1.3		K00287 K13998	COG0262	rxn01602	MNXR2269
DHFR	Dihydrofolate Reductase	dhf[c] + h[c] + nadph[c] <=> nadp[c] + thf[c] 	Folate metabolism	1.5.1.3	R00939	K13938	COG0262 COG1028	rxn00686	MNXR97401
DHFS	Dihydrofolate synthase	atp[c] + dhpt[c] + glu_L[c] -> adp[c] + dhf[c] + h[c] + pi[c] 	Folate metabolism	6.3.2.12		K01930 K11754	COG0285	rxn01603	MNXR32670
DHNPA	Dihydroneopterin aldolase	dhnpt[c] -> 2ahhmp[c] + gcald[c] 	Folate metabolism	4.1.2.25		K01633 K13940 K13939	COG1539 COG0801 COG0294	rxn02504	MNXR1567
DHORD2	Dihydoorotic acid dehydrogenase (quinone8)	dhor_S[c] + q8[c] -> orot[c] + q8h2[c] 	Pyrimidine synthesis	1.3.5.2		K00254	COG0167	rxn08335	MNXR68704
DHORD5	Dihydroorotic acid (menaquinone-8)	dhor_S[c] + mqn8[c] -> mql8[c] + orot[c] 	Pyrimidine synthesis	1.3.5.2		K00254	COG0167	rxn08336	MNXR26702
DHORDi	(S)-Dihydroorotateoxygen oxidoreductase	dhor_S[c] + o2[c] -> h2o2[c] + orot[c] 	Pyrimidine synthesis	1.3.3.1		K00226	COG0167	rxn01360	MNXR1569
DHORTS	Dihydroorotase	dhor_S[c] + h2o[c] <=> cbasp[c] + h[c] 	Pyrimidine synthesis	3.5.2.3	R01993	K01465	COG0044 COG0418	rxn01465	MNXR97428
DHPPDA	Diaminohydroxyphosphoribosylaminopyrimidine deaminase	25dhpp[c] + h[c] + h2o[c] -> 5apru[c] + nh4[c] 	Vitamin B2 metabolism	3.5.4.26		K01498 K11752	COG0117 COG1985	rxn02475	MNXR82287
DHPR	6, 7-Dihydropteridine Reductase	dhbpt[c] + h[c] + nadh[c] -> nad[c] + thbpt[c] 	Tetrahydrobiopterin metabolism	1.5.1.34		K00357		rxn01313	MNXR97436
DHPS	Dihydropteroate synthase	2ahhmp[c] + 4abz[c] -> dhpt[c] + h2o[c] 	Folate metabolism	2.5.1.15		K00796 K13939 K13941	COG1539 COG0801 COG0294	rxn02200	MNXR1587
DHQS	 3-dehydroquinate synthase	2dda7p[c] -> 3dhq[c] + pi[c] 	Phenylalanine metabolism	4.2.3.4		K01735 K13829	COG0703 COG0337	rxn02212	MNXR1594
DHQTi	 3-dehydroquinate dehydratase, irreversible	3dhq[c] -> 3dhsk[c] + h2o[c] 	Phenylalanine metabolism	4.2.1.10		K03785 K03786 K13832 K13830	COG0710 COG0757 COG0169	rxn02213	MNXR55233
DMATT	Dimethylallyltranstransferase	dmpp[c] + ipdp[c] -> grdp[c] + ppi[c] 	Cholesterol metabolism	2.5.1.1	R01658	K00787 K00795 K00804 K13787 K13789 K14066	COG0142	rxn01213	MNXR97512
DMPPS	 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	h[c] + h2mb4p[c] + nadh[c] -> dmpp[c] + h2o[c] + nad[c] 	Terpenoid backbone biosynthesis	1.17.1.2		K03527	COG0761	rxn08352	MNXR68731
DMPPS2r	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (NADP), reversible	h[c] + h2mb4p[c] + nadph[c] <=> dmpp[c] + h2o[c] + nadp[c] 	Terpenoid backbone biosynthesis	1.17.1.2		K03527	COG0761	rxn04996	MNXR71767
DM_atp_c_	Demand for ATP, Cytosolic	atp[c] + h2o[c] -> adp[c] + h[c] + pi[c] 	Exchange/demand reaction			K01509 K01510 K01533 K01553 K04765 K06928 K14641 K14642 K17686	COG2217 COG1618	rxn00062	MNXR892
DM_dhptd(c)	Demand reaction for 4,5-dihydroxy-2,3-pentanedione	dhptd[c] <=> 	Exchange/demand reaction					EX_cpd08636(e)	
DPCOAK	Dephospho Coenzyme A Kinase	atp[c] + dpcoa[c] -> adp[c] + coa[c] + h[c] 	CoA synthesis	2.7.1.24	R00130	K00859 K02318	COG0237	rxn00100	MNXR97762
DPRr	2 dehydropantoate 2 reductase	2dhp[c] + h[c] + nadph[c] <=> nadp[c] + pant_R[c] 	CoA synthesis	1.1.1.169		K00077	COG1893	rxn01790	MNXR1788
DTMPK	DTMP Kinase	atp[c] + dtmp[c] -> adp[c] + dtdp[c] 	Nucleotide interconversion	2.7.4.12, 2.7.4.13, 2.7.4.9	R02094	K00943	COG0125	rxn01513	MNXR97804
DURIPP	Deoxyuridine Phosphorylase	duri[c] + pi[c] <=> 2dr1p[c] + ura[c] 	Nucleotide interconversion	2.4.2.1, 2.4.2.2, 2.4.2.3, 2.4.2.4	R02484	K00757 K00758 K00756 K03783 K03784	COG0213 COG2820 COG0005 COG0813	rxn01799	MNXR97818
DUTPDP	DUTP Diphosphatase	dutp[c] + h2o[c] -> dump[c] + h[c] + ppi[c] 	Pyrimidine catabolism	3.6.1.-, 3.6.1.23, 3.6.1.9	R02100	K01520 K01519 K02428	COG0756 COG0127	rxn01519	MNXR97822
DXPRIr	 1-deoxy-D-xylulose reductoisomerase, reversible	dxyl5p[c] + h[c] + nadph[c] <=> 2me4p[c] + nadp[c] 	Terpenoid backbone biosynthesis	1.1.1.267		K00099	COG0743	rxn03958	MNXR1818
DXPS	 1-deoxy-D-xylulose 5-phosphate synthase	g3p[c] + h[c] + pyr[c] -> co2[c] + dxyl5p[c] 	Terpenoid backbone biosynthesis	4.1.3.37		K01662	COG1154	rxn03909	MNXR55306
E4PD	Erythrose 4-phosphate dehydrogenase	e4p[c] + h2o[c] + nad[c] <=> 4per[c] + 2.0 h[c] + nadh[c] 	Vitamin B6 metabolism	1.2.1.72		K03472	COG0057	rxn01331	MNXR1822
EAR100x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	h[c] + nadh[c] + tdec2eACP[c] -> dcaACP[c] + nad[c] 	Fatty acid synthesis	1.3.1.9		K00208 K02371 K00668 K11533	COG0623 COG2070	rxn05327	MNXR68768
EAR10M12x	10-methyl-trans-dodec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	10mtddec2eACP[c] + h[c] + nadh[c] -> 10mddcaACP[c] + nad[c] 	Fatty acid synthesis	1.3.1.9		K11611	COG0623	rxn05436	MNXR27710
EAR120x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)	h[c] + nadh[c] + tddec2eACP[c] -> ddcaACP[c] + nad[c] 	Fatty acid synthesis	1.3.1.9		K00208 K02371 K00667 K11533	COG0623 COG2070	rxn05324	MNXR68770
EAR12M14x	12-methyl-trans-tetra-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	12mtmrs2eACP[c] + h[c] + nadh[c] -> 12mmyrsACP[c] + nad[c] 	Fatty acid synthesis	1.3.1.9		K11611	COG0623	rxn05437	MNXR27711
EAR140x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0)	h[c] + nadh[c] + tmrs2eACP[c] -> myrsACP[c] + nad[c] 	Fatty acid synthesis	1.3.1.9		K00208 K02371 K00668 K11533	COG0623 COG2070	rxn05323	MNXR68773
EAR15M16x	15-methyl-trans-hexa-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific)	15mtpalm2eACP[c] + h[c] + nadh[c] -> 15mpalmACP[c] + nad[c] 	Fatty acid synthesis	1.3.1.9		K11611	COG0623	rxn05444	MNXR27718
